type,x,y,timestamp,button,pressed,dx,dy
move,586,294,1722787067.8969886,,,,
move,581,290,1722787067.9055095,,,,
move,579,286,1722787067.913026,,,,
move,574,279,1722787067.9215388,,,,
move,567,269,1722787067.9405706,,,,
move,560,259,1722787067.9415734,,,,
move,555,247,1722787067.9455853,,,,
move,555,246,1722787067.9531803,,,,
move,555,245,1722787067.9616609,,,,
move,556,245,1722787067.9703436,,,,
move,559,246,1722787067.9773936,,,,
move,562,248,1722787067.9858959,,,,
move,567,253,1722787067.9931428,,,,
move,573,259,1722787068.00185,,,,
move,578,265,1722787068.009956,,,,
move,581,272,1722787068.0178783,,,,
move,583,278,1722787068.0256104,,,,
move,583,282,1722787068.033832,,,,
move,582,284,1722787068.0508628,,,,
move,579,287,1722787068.0518613,,,,
move,573,290,1722787068.0578604,,,,
move,569,290,1722787068.0655947,,,,
move,563,289,1722787068.0741594,,,,
move,559,286,1722787068.0816352,,,,
move,554,281,1722787068.0897264,,,,
move,552,278,1722787068.1105323,,,,
move,549,272,1722787068.111517,,,,
move,547,267,1722787068.1135137,,,,
move,547,264,1722787068.1220741,,,,
move,547,263,1722787068.1298683,,,,
move,547,263,1722787068.138041,,,,
move,548,263,1722787068.1455572,,,,
move,549,263,1722787068.1536322,,,,
move,550,264,1722787068.1607447,,,,
move,551,266,1722787068.1699626,,,,
move,553,270,1722787068.1780639,,,,
move,555,273,1722787068.185579,,,,
move,557,279,1722787068.1938949,,,,
move,559,286,1722787068.2153847,,,,
move,560,293,1722787068.216358,,,,
move,561,300,1722787068.2173145,,,,
move,561,302,1722787068.2261212,,,,
move,559,304,1722787068.244287,,,,
move,556,304,1722787068.2452915,,,,
move,553,301,1722787068.249797,,,,
move,551,299,1722787068.2578084,,,,
move,547,294,1722787068.2659113,,,,
move,543,285,1722787068.2735798,,,,
move,538,275,1722787068.2810926,,,,
move,532,264,1722787068.2899356,,,,
move,528,250,1722787068.2973604,,,,
move,525,241,1722787068.3185928,,,,
move,525,234,1722787068.31963,,,,
move,526,233,1722787068.3217638,,,,
move,531,233,1722787068.329727,,,,
move,533,234,1722787068.337939,,,,
move,538,237,1722787068.3460639,,,,
move,545,242,1722787068.3536098,,,,
move,551,249,1722787068.3611004,,,,
move,556,254,1722787068.3696811,,,,
move,560,260,1722787068.3776262,,,,
move,564,266,1722787068.3858433,,,,
move,566,271,1722787068.3938997,,,,
move,567,277,1722787068.4010682,,,,
move,567,281,1722787068.425212,,,,
move,563,283,1722787068.4271383,,,,
move,558,283,1722787068.4336526,,,,
move,555,282,1722787068.441013,,,,
move,549,278,1722787068.4495058,,,,
move,540,271,1722787068.457502,,,,
move,530,262,1722787068.465681,,,,
move,520,252,1722787068.4737432,,,,
move,509,239,1722787068.4948401,,,,
move,502,229,1722787068.4958408,,,,
move,500,222,1722787068.4978414,,,,
move,501,220,1722787068.5059075,,,,
move,503,220,1722787068.5137916,,,,
move,506,220,1722787068.521051,,,,
move,509,220,1722787068.5296319,,,,
move,514,221,1722787068.5375702,,,,
move,521,225,1722787068.5459921,,,,
move,527,228,1722787068.5530548,,,,
move,536,235,1722787068.5609128,,,,
